osmid,y,x,highway,street_count,lon,lat,elevation,ref,geometry
1081060685,5036663.749398132,725850.2166905941,,3,11.8881241,45.4469761,14.357,,POINT (725850.2166905941 5036663.749398132)
265697444,5036671.436486534,725491.3369942508,crossing,4,11.8835442,45.4471611,13.628,,POINT (725491.3369942508 5036671.436486534)
1081060483,5036959.820189639,725364.5993210098,,1,11.8820577,45.4497945,14.078,,POINT (725364.5993210098 5036959.820189639)
265697429,5036665.420218387,725866.6778610176,,3,11.8883351,45.4469858,14.622,,POINT (725866.6778610176 5036665.420218387)
1081060290,5036565.155729435,725837.1144167542,,1,11.8879115,45.446094,13.759,,POINT (725837.1144167542 5036565.155729435)
1081061758,5036669.637264812,725494.2046855575,,1,11.88358,45.447144,13.75,,POINT (725494.2046855575 5036669.637264812)
6631824124,5036663.529344054,725488.5984616706,,3,11.8835056,45.4470909,13.778,,POINT (725488.5984616706 5036663.529344054)
10176016821,5036940.971688374,725056.3687668069,,3,11.8781123,45.4497244,14.266,,POINT (725056.3687668069 5036940.971688374)
265288726,5036642.948738512,725504.3550130514,,3,11.8836974,45.4469008,13.382,,POINT (725504.3550130514 5036642.948738512)
6632275092,5036638.322643637,725515.858848832,crossing,4,11.8838422,45.4468555,13.217,,POINT (725515.858848832 5036638.322643637)
6631824130,5036637.747038047,725494.2453376881,,3,11.8835659,45.4468573,13.459,,POINT (725494.2453376881 5036637.747038047)
6632275091,5036634.592539249,725514.2075183664,,1,11.8838194,45.4468225,13.118,,POINT (725514.2075183664 5036634.592539249)
3426793284,5036631.015708352,725531.389588126,,3,11.8840372,45.4467848,13.319,,POINT (725531.389588126 5036631.015708352)
6631824137,5036657.070275018,725481.2665857209,,3,11.883409,45.4470352,13.521,,POINT (725481.2665857209 5036657.070275018)
769170420,5036461.978232455,725726.791989007,,3,11.8864552,45.4452021,12.774,,POINT (725726.791989007 5036461.978232455)
265592212,5031898.154598378,723834.5205278845,,3,11.8602141,45.4047819,12.435,,POINT (723834.5205278845 5031898.154598378)
4689144402,5031898.472948707,723825.6471223972,crossing,4,11.860101,45.4047876,12.273,,POINT (723825.6471223972 5031898.472948707)
534724396,5031876.232974728,723833.968374694,,4,11.8601971,45.404585,12.761,,POINT (723833.968374694 5031876.232974728)
7807658467,5031903.300806248,723825.6555870273,,1,11.8601033,45.404831,12.409,,POINT (723825.6555870273 5031903.300806248)
5771696364,5031889.18324269,723821.8482354402,,3,11.8600483,45.4047053,12.152,,POINT (723821.8482354402 5031889.18324269)
4689139068,5031875.964279527,723842.048646303,crossing,4,11.8603001,45.40458,12.845,,POINT (723842.048646303 5031875.964279527)
5771696366,5031876.595695724,723821.026662857,,4,11.8600321,45.4045924,12.18,,POINT (723821.026662857 5031876.595695724)
535936523,5031972.391655541,723760.0825241986,,1,11.8592978,45.4054731,13.455,,POINT (723760.0825241986 5031972.391655541)
762604683,5033413.513436074,723393.570198647,,3,11.8552735,45.418546,11.903,,POINT (723393.570198647 5033413.513436074)
1492198428,5033254.23976993,723354.4810702174,,4,11.8547023,45.4171266,11.5,,POINT (723354.4810702174 5033254.23976993)
265697426,5036676.70382808,725919.3828014868,,3,11.8890134,45.4470702,15.822,,POINT (725919.3828014868 5036676.70382808)
7077271660,5036676.75807678,725928.9334082043,,3,11.8891354,45.4470676,16.299,,POINT (725928.9334082043 5036676.75807678)
4648344629,5036687.122476165,725918.9533155812,,3,11.8890127,45.447164,16.291,,POINT (725918.9533155812 5036687.122476165)
512562985,5036673.732530867,725965.1227288492,,1,11.8895962,45.4470287,16.374,,POINT (725965.1227288492 5036673.732530867)
769171008,5036690.970194403,725905.6214844424,,3,11.8888442,45.4472029,16.256,,POINT (725905.6214844424 5036690.970194403)
4648344631,5036681.958942858,725950.4431879533,,1,11.8894125,45.4471074,16.048,,POINT (725950.4431879533 5036681.958942858)
1081062288,5036918.53146619,725087.3086949005,,3,11.8784972,45.4495127,14.179,,POINT (725087.3086949005 5036918.53146619)
1081062103,5036971.362599448,725014.4804965667,,3,11.8775912,45.4500111,13.324,,POINT (725014.4804965667 5036971.362599448)
266008619,5037309.735268622,724919.1911633897,,3,11.8765289,45.4530837,14.142,,POINT (724919.1911633897 5037309.735268622)
296955367,5037314.836841148,724928.0823339702,,3,11.8766448,45.4531267,14.086,,POINT (724928.0823339702 5037314.836841148)
296955336,5037241.682008837,724865.790804597,,3,11.8758157,45.4524891,13.956,,POINT (724865.790804597 5037241.682008837)
296955364,5037325.206899318,724913.2507518023,,3,11.8764601,45.4532247,14.053,,POINT (724913.2507518023 5037325.206899318)
7059915178,5037318.89049643,724937.8408981482,,3,11.8767713,45.45316,14.142,,POINT (724937.8408981482 5037318.89049643)
7059991406,5037228.974881266,724878.4200434322,crossing,4,11.8759712,45.4523708,14.648,,POINT (724878.4200434322 5037228.974881266)
2523070934,5037205.127384582,724843.3536200739,crossing,4,11.8755124,45.4521677,13.884,,POINT (724843.3536200739 5037205.127384582)
266008625,5037150.011756401,724810.1576638042,traffic_signals,4,11.8750632,45.4516829,13.852,,POINT (724810.1576638042 5037150.011756401)
2523070911,5037153.8754291255,724799.0741229584,crossing,4,11.8749234,45.4517212,14.068,,POINT (724799.0741229584 5037153.8754291255)
294606167,5037056.687397025,724910.9184463667,,3,11.8763075,45.4508115,13.862,,POINT (724910.9184463667 5037056.687397025)
294605638,5037105.86382393,724779.7473031979,,3,11.8746546,45.4512958,13.616,,POINT (724779.7473031979 5037105.86382393)
2523070924,5037177.830897544,724781.5327631368,,3,11.8747103,45.4519422,15.02,,POINT (724781.5327631368 5037177.830897544)
2523070887,5037108.814570349,724775.7897045386,crossing,4,11.8746054,45.4513236,13.694,,POINT (724775.7897045386 5037108.814570349)
294606169,5037136.155832975,724984.2517421673,,3,11.8772805,45.4515023,14.189,,POINT (724984.2517421673 5037136.155832975)
266471291,5037030.297290245,724935.0148842793,,3,11.8766032,45.4505665,14.328,,POINT (724935.0148842793 5037030.297290245)
296955223,5037071.858753576,724756.7402702852,,3,11.8743452,45.4509975,13.966,,POINT (724756.7402702852 5037071.858753576)
7059991404,5037203.552201848,724846.8939866489,,1,11.8755569,45.4521524,14.108,,POINT (724846.8939866489 5037203.552201848)
266008633,5036983.361733395,724997.9298055284,,3,11.8773853,45.4501243,14.312,,POINT (724997.9298055284 5036983.361733395)
769171357,5037000.885472304,724971.3318756379,,3,11.8770536,45.4502904,13.801,,POINT (724971.3318756379 5037000.885472304)
1081061347,5036937.581699133,724959.8661144734,,1,11.8768782,45.449725,15.217,,POINT (724959.8661144734 5036937.581699133)
1081062823,5036887.7392519275,724940.3703005263,,1,11.8766064,45.4492832,15.511,,POINT (724940.3703005263 5036887.7392519275)
1081062923,5036972.657392476,724951.8687940212,,1,11.8767921,45.4500429,15.097,,POINT (724951.8687940212 5036972.657392476)
266008644,5036729.710531543,725332.8365890096,,3,11.8815466,45.4477361,14.142,,POINT (725332.8365890096 5036729.710531543)
6632275085,5036669.491518624,725430.944220266,,3,11.882772,45.4471631,13.202,,POINT (725430.944220266 5036669.491518624)
294605971,5036872.846677268,725143.4946120337,,3,11.8791939,45.4490839,13.749,,POINT (725143.4946120337 5036872.846677268)
294605913,5036422.879058973,725103.0247683054,,3,11.8784711,45.4450518,12.418,,POINT (725103.0247683054 5036422.879058973)
6632275082,5036666.04326707,725429.086990296,,3,11.8827467,45.4471327,13.324,,POINT (725429.086990296 5036666.04326707)
6449379717,5036656.860499003,725475.1119595665,,3,11.8833303,45.4470353,13.394,,POINT (725475.1119595665 5036656.860499003)
267153120,5036892.0856165355,725121.0074842284,traffic_signals,3,11.8789155,45.4492641,13.501,,POINT (725121.0074842284 5036892.0856165355)
267153228,5036123.534723756,725401.0218699749,,3,11.8821397,45.4422647,12.866,,POINT (725401.0218699749 5036123.534723756)
1081061485,5036431.654890704,725050.5301704346,,3,11.8778047,45.4451476,12.885,,POINT (725050.5301704346 5036431.654890704)
266471289,5036873.188018133,724798.0093250831,,3,11.8747815,45.4491982,14.9,,POINT (724798.0093250831 5036873.188018133)
1081062733,5036911.661338519,724831.7949225836,,3,11.8752306,45.4495332,14.714,,POINT (724831.7949225836 5036911.661338519)
296955234,5036916.774607921,724757.4037413897,,3,11.8742828,45.4496031,14.302,,POINT (724757.4037413897 5036916.774607921)
266471292,5036841.539478951,724828.7300035411,,4,11.8751594,45.4489038,14.713,,POINT (724828.7300035411 5036841.539478951)
1081062578,5036948.136319805,724863.8195377775,,3,11.8756563,45.4498508,14.576,,POINT (724863.8195377775 5036948.136319805)
1081060694,5036924.641176911,724815.5930329375,,1,11.8750296,45.4496551,14.957,,POINT (724815.5930329375 5036924.641176911)
296955239,5036918.045636572,724750.3351929558,,3,11.8741931,45.4496168,14.457,,POINT (724750.3351929558 5036918.045636572)
296955203,5037030.589369644,724844.3714173161,,3,11.8754456,45.4505983,15.018,,POINT (724844.3714173161 5037030.589369644)
296955159,5036831.679757487,724821.4646595945,,3,11.8750621,45.4488175,14.569,,POINT (724821.4646595945 5036831.679757487)
266471293,5036908.4054900715,724889.0670734507,,3,11.8759606,45.4494855,14.486,,POINT (724889.0670734507 5036908.4054900715)
296955191,5036993.253374061,724902.9566736906,,3,11.8761768,45.4502438,14.506,,POINT (724902.9566736906 5036993.253374061)
296955201,5036971.46402213,724883.4350197164,,3,11.8759175,45.4500542,14.485,,POINT (724883.4350197164 5036971.46402213)
296955195,5036992.027075841,724882.064664714,,3,11.8759094,45.4502395,14.454,,POINT (724882.064664714 5036992.027075841)
296955144,5036799.253243416,724789.1063788378,,3,11.874634,45.4485364,14.647,,POINT (724789.1063788378 5036799.253243416)
296955188,5036944.719504544,724925.285953298,,1,11.8764398,45.4498003,15.655,,POINT (724925.285953298 5036944.719504544)
296955183,5036901.782505092,724895.7792185864,,3,11.8760433,45.4494238,14.348,,POINT (724895.7792185864 5036901.782505092)
296955185,5036938.199342566,724932.0727192094,,1,11.8765235,45.4497395,15.519,,POINT (724932.0727192094 5036938.199342566)
296955122,5036827.994825581,724958.7170337625,,3,11.8768134,45.4487402,15.217,,POINT (724958.7170337625 5036827.994825581)
1821684838,5036195.615811709,726152.932315641,,3,11.891775,45.4426698,12.43,,POINT (726152.932315641 5036195.615811709)
7041831620,5036216.447884507,726280.455141185,,3,11.8934131,45.4428158,13.909,,POINT (726280.455141185 5036216.447884507)
7041831616,5036232.296732256,726276.3684325805,,3,11.8933682,45.4429596,13.95,,POINT (726276.3684325805 5036232.296732256)
266471303,5036216.395720524,726286.1107015703,,3,11.8934853,45.4428135,14.059,,POINT (726286.1107015703 5036216.395720524)
7041831622,5036232.164893461,726285.9891135362,crossing,4,11.893491,45.4429553,14.054,,POINT (726285.9891135362 5036232.164893461)
303981126,5036175.917819835,726286.4643962162,crossing,4,11.8934712,45.4424495,13.283,,POINT (726286.4643962162 5036175.917819835)
5564368340,5036175.818490299,726279.99986949,,3,11.8933886,45.4424507,13.164,,POINT (726279.99986949 5036175.818490299)
303980739,5036244.680704559,726286.0316765815,,3,11.8934973,45.4430678,13.996,,POINT (726286.0316765815 5036244.680704559)
7041831615,5036244.534326013,726294.3216705201,crossing,4,11.8936031,45.4430638,13.819,,POINT (726294.3216705201 5036244.534326013)
303981123,5036149.486980154,726286.445292231,,4,11.8934588,45.4422119,13.205,,POINT (726286.445292231 5036149.486980154)
5564368339,5036176.103870091,726291.9391400818,,3,11.8935412,45.4424494,13.494,,POINT (726291.9391400818 5036176.103870091)
1821684845,5036199.634299054,726147.4472146523,,3,11.8917068,45.4427077,12.507,,POINT (726147.4472146523 5036199.634299054)
7041803296,5036121.6977222655,726239.4360903031,,3,11.8928457,45.4419773,12.655,,POINT (726239.4360903031 5036121.6977222655)
296963245,5036409.9917496815,726286.0367350432,,4,11.8935734,45.4445539,13.575,,POINT (726286.0367350432 5036409.9917496815)
303980746,5036360.822815176,726284.7538050264,,3,11.8935344,45.4441123,13.977,,POINT (726284.7538050264 5036360.822815176)
296963243,5036556.247263999,726299.6161425982,traffic_signals,3,11.8938141,45.4458643,14.55,,POINT (726299.6161425982 5036556.247263999)
348160348,5036591.279992922,726285.8260270988,,4,11.8936541,45.4461837,15.436,,POINT (726285.8260270988 5036591.279992922)
8687270467,5036351.807833721,726376.3342370974,,3,11.8946998,45.4440016,13.827,,POINT (726376.3342370974 5036351.807833721)
7041831601,5036299.456273426,726285.4683862799,,3,11.8935153,45.4435604,13.8,,POINT (726285.4683862799 5036299.456273426)
6632966169,5036817.186989927,725053.2480152859,crossing,4,11.8780158,45.4486126,14.258,,POINT (725053.2480152859 5036817.186989927)
1081063082,5036849.481365646,725027.2319515711,,1,11.8776983,45.4489113,15.184,,POINT (725027.2319515711 5036849.481365646)
2444522254,5036806.029504176,725042.6783477959,,3,11.8778757,45.4485157,14.113,,POINT (725042.6783477959 5036806.029504176)
7077030700,5036819.2263397835,725051.1783872268,,1,11.8779903,45.4486316,14.438,,POINT (725051.1783872268 5036819.2263397835)
6632274070,5036798.270354984,725050.895625762,crossing,4,11.8779771,45.4484433,13.912,,POINT (725050.895625762 5036798.270354984)
267153122,5036033.679971204,725819.015066027,,1,11.8874364,45.441322,12.712,,POINT (725819.015066027 5036033.679971204)
267153127,5036123.091709224,725757.0797672805,,3,11.8866865,45.4421458,13.571,,POINT (725757.0797672805 5036123.091709224)
1989847976,5035964.360019302,725657.4740513787,,3,11.8853417,45.440751,13.411,,POINT (725657.4740513787 5035964.360019302)
7043628010,5036121.474032588,725763.4493800336,,1,11.8867671,45.4421292,13.533,,POINT (725763.4493800336 5036121.474032588)
7043696943,5035958.155298312,725653.2019862469,crossing,4,11.8852843,45.4406966,13.325,,POINT (725653.2019862469 5035958.155298312)
1989847941,5035950.584246911,725681.1950198995,,3,11.8856383,45.4406195,12.53,,POINT (725681.1950198995 5035950.584246911)
267153130,5036627.9853331065,725493.4525485772,crossing,4,11.8835513,45.4467698,13.516,,POINT (725493.4525485772 5036627.9853331065)
6632275095,5036627.1139535755,725498.3070871548,,1,11.8836129,45.4467604,13.508,,POINT (725498.3070871548 5036627.1139535755)
267153150,5036319.512410901,725582.9690621359,,3,11.8845531,45.4439678,12.362,,POINT (725582.9690621359 5036319.512410901)
6631824118,5036649.163344501,725473.8848708102,,4,11.8833111,45.4469665,13.252,,POINT (725473.8848708102 5036649.163344501)
6631824122,5036643.299570149,725489.0270375499,,3,11.8835018,45.4469089,13.549,,POINT (725489.0270375499 5036643.299570149)
267153158,5036181.370276463,725710.0540884798,,3,11.8861127,45.4426849,13.258,,POINT (725710.0540884798 5036181.370276463)
6449379721,5036602.879797962,725428.691336877,,1,11.8827127,45.446565,13.796,,POINT (725428.691336877 5036602.879797962)
267153161,5036144.0729101,725742.269979548,,1,11.886507,45.4423392,14.665,,POINT (725742.269979548 5036144.0729101)
267153212,5035983.5189080285,725338.6297124368,,3,11.8812788,45.4410261,13.331,,POINT (725338.6297124368 5035983.5189080285)
267153207,5036455.068802657,725754.6104279752,,3,11.8868073,45.445131,12.936,,POINT (725754.6104279752 5036455.068802657)
6631824115,5036520.842505638,725814.6296720032,,1,11.887604,45.4457029,13.588,,POINT (725814.6296720032 5036520.842505638)
1081061326,5035964.553101372,725370.5781382442,,3,11.8816781,45.4408453,13.117,,POINT (725370.5781382442 5035964.553101372)
294605635,5035948.499233473,725402.4536344369,,1,11.8820778,45.4406907,13.495,,POINT (725402.4536344369 5035948.499233473)
270120421,5034364.228209432,727264.2260030541,crossing,4,11.905121,45.4258458,10.69,,POINT (727264.2260030541 5034364.228209432)
6364114600,5034391.318654225,727430.1285327945,,3,11.9072515,45.4260354,10.539,,POINT (727430.1285327945 5034391.318654225)
6621402000,5034371.636295766,727260.2140274445,crossing,4,11.9050732,45.4259137,10.492,,POINT (727260.2140274445 5034371.636295766)
6621400679,5034335.514990847,727247.2323017118,crossing,4,11.9048908,45.4255932,10.72,,POINT (727247.2323017118 5034335.514990847)
6621401993,5034353.621268873,727252.9852320473,,3,11.9049726,45.4257541,10.819,,POINT (727252.9852320473 5034353.621268873)
4699600032,5034391.912483303,727445.005418142,,3,11.9074417,45.4260359,10.406,,POINT (727445.005418142 5034391.912483303)
6364114603,5034302.9975205725,727390.5313819672,,1,11.9067052,45.4252543,11.362,,POINT (727390.5313819672 5034302.9975205725)
345216224,5034364.915060097,727245.6839377718,,3,11.9048846,45.425858,10.472,,POINT (727245.6839377718 5034364.915060097)
6621400684,5034358.575826577,727221.7168967766,crossing,4,11.9045757,45.4258088,10.18,,POINT (727221.7168967766 5034358.575826577)
6364114622,5034394.667349931,727321.2619983245,,3,11.9058632,45.4261009,10.349,,POINT (727321.2619983245 5034394.667349931)
345216904,5034346.970122221,727245.9331038224,,3,11.9048795,45.4256966,10.604,,POINT (727245.9331038224 5034346.970122221)
345221896,5034284.485631941,727251.4267692243,,3,11.9049208,45.4251331,10.722,,POINT (727251.4267692243 5034284.485631941)
6621402004,5034352.156097054,727223.8366824425,crossing,4,11.9045998,45.4257504,10.233,,POINT (727223.8366824425 5034352.156097054)
270120429,5034455.474341968,727524.9280672008,crossing,4,11.9084914,45.4265813,10.193,,POINT (727524.9280672008 5034455.474341968)
345157013,5034458.96312242,727518.9741013118,crossing,4,11.908417,45.4266146,10.075,,POINT (727518.9741013118 5034458.96312242)
6622269582,5034454.027533896,727527.6749602692,,3,11.9085258,45.4265674,10.371,,POINT (727527.6749602692 5034454.027533896)
345159747,5034468.655820312,727534.4458038486,,3,11.908619,45.4266967,10.343,,POINT (727534.4458038486 5034468.655820312)
6621400613,5034460.735366949,727516.9203982078,,3,11.9083916,45.4266312,10.118,,POINT (727516.9203982078 5034460.735366949)
6364114619,5034398.809826319,727363.8332815311,,3,11.9064086,45.4261243,10.879,,POINT (727363.8332815311 5034398.809826319)
345159756,5034471.77630061,727523.2336222519,,3,11.9084773,45.4267284,10.25,,POINT (727523.2336222519 5034471.77630061)
6621400662,5034453.434503627,727528.808700609,,3,11.90854,45.4265617,10.484,,POINT (727528.808700609 5034453.434503627)
6622269579,5034478.169976257,727551.1301919757,,3,11.9088364,45.4267768,10.757,,POINT (727551.1301919757 5034478.169976257)
345159749,5034472.249070235,727537.8327289405,,3,11.9086639,45.4267279,10.398,,POINT (727537.8327289405 5034472.249070235)
270120431,5034479.896940902,727550.2843910131,crossing,4,11.9088264,45.4267926,10.676,,POINT (727550.2843910131 5034479.896940902)
1544972600,5034495.439757589,727595.2230569994,,4,11.9094073,45.4269177,11.097,,POINT (727595.2230569994 5034495.439757589)
345157015,5034486.227829769,727547.5565402077,crossing,4,11.9087945,45.4268504,10.57,,POINT (727547.5565402077 5034486.227829769)
6621400665,5034476.259598753,727551.8259740705,,3,11.9088444,45.4267594,10.869,,POINT (727551.8259740705 5034476.259598753)
6622269576,5034492.696876786,727595.3536912882,crossing,4,11.9094077,45.426893,11.316,,POINT (727595.3536912882 5034492.696876786)
2879450128,5034497.167199593,727575.9542700085,,3,11.9091621,45.4269395,10.892,,POINT (727575.9542700085 5034497.167199593)
6551139069,5034506.921411952,727627.8386389766,crossing,4,11.909829,45.4270103,11.302,,POINT (727627.8386389766 5034506.921411952)
6551171232,5034488.983219033,727546.2348741129,crossing,4,11.9087789,45.4268756,10.784,,POINT (727546.2348741129 5034488.983219033)
345159750,5034482.837183874,727534.7079824877,,3,11.9086289,45.4268241,10.443,,POINT (727534.7079824877 5034482.837183874)
6551171237,5034494.743548285,727569.8461907486,,3,11.909083,45.4269197,10.681,,POINT (727569.8461907486 5034494.743548285)
270120433,5034523.226361394,727682.1331511058,,3,11.9105297,45.4271392,11.458,,POINT (727682.1331511058 5034523.226361394)
1544972612,5034522.596226024,727711.7250714329,crossing,4,11.9109072,45.4271239,11.908,,POINT (727711.7250714329 5034522.596226024)
6551139070,5034513.059665568,727625.3213454275,crossing,4,11.9097997,45.4270663,11.159,,POINT (727625.3213454275 5034513.059665568)
6551144773,5034517.66610946,727711.0498690428,,3,11.9108963,45.4270798,12.205,,POINT (727711.0498690428 5034517.66610946)
2879449600,5034521.391472104,727725.7582310577,,3,11.9110858,45.4271085,11.56,,POINT (727725.7582310577 5034521.391472104)
6551144778,5034542.254138864,727710.8563520254,crossing,4,11.9109052,45.4273009,11.377,,POINT (727710.8563520254 5034542.254138864)
6551139068,5034503.037415243,727629.326531905,,3,11.9098462,45.4269749,11.537,,POINT (727629.326531905 5034503.037415243)
6550611862,5034510.754045586,727618.4805646851,,3,11.9097113,45.4270478,11.191,,POINT (727618.4805646851 5034510.754045586)
6551139071,5034516.6450636545,727624.188914933,crossing,4,11.9097869,45.4270989,11.151,,POINT (727624.188914933 5034516.6450636545)
270120444,5034498.118142351,727936.5706113201,,3,11.9137664,45.4268306,11.37,,POINT (727936.5706113201 5034498.118142351)
7086254807,5034507.969169496,727938.8922916662,,3,11.9138006,45.4269184,11.341,,POINT (727938.8922916662 5034507.969169496)
1719484049,5034478.003159792,727929.4356484939,crossing,4,11.913666,45.4266521,11.574,,POINT (727929.4356484939 5034478.003159792)
1978301051,5034495.954743175,727941.6386342735,,4,11.9138301,45.4268095,11.448,,POINT (727941.6386342735 5034495.954743175)
7086254806,5034516.817518492,727941.1719902208,,3,11.9138338,45.4269972,11.378,,POINT (727941.1719902208 5034516.817518492)
7086254808,5034505.65563052,727944.1145776766,,4,11.9138662,45.4268959,11.398,,POINT (727944.1145776766 5034505.65563052)
345226856,5034467.48493636,727920.3704395783,,3,11.9135454,45.4265605,11.369,,POINT (727920.3704395783 5034467.48493636)
1978301047,5034475.29912775,727936.1603753107,,3,11.9137506,45.4266256,11.885,,POINT (727936.1603753107 5034475.29912775)
1978301050,5034483.821405859,727925.1515624938,,3,11.913614,45.4267058,11.449,,POINT (727925.1515624938 5034483.821405859)
7086254797,5034481.959308483,727937.9162957679,,3,11.9137761,45.4266849,11.801,,POINT (727937.9162957679 5034481.959308483)
7086254802,5034489.495607367,727966.2881377051,,3,11.9141418,45.4267434,12.26,,POINT (727966.2881377051 5034489.495607367)
270120457,5034780.920870333,727961.0540213685,,3,11.9142099,45.4293649,11.906,,POINT (727961.0540213685 5034780.920870333)
345800259,5034891.6110849725,727924.4254681307,,3,11.9137935,45.4303719,11.987,,POINT (727924.4254681307 5034891.6110849725)
344533436,5035072.236047992,727965.0492910519,,3,11.9143958,45.4319824,14.401,,POINT (727965.0492910519 5035072.236047992)
1978301076,5034731.634419883,727973.4311412262,,3,11.9143451,45.4289178,11.46,,POINT (727973.4311412262 5034731.634419883)
345800682,5034907.632507265,727873.8814926532,,3,11.9131556,45.4305324,11.953,,POINT (727873.8814926532 5034907.632507265)
729812660,5035174.536078607,727555.3477380837,,3,11.9092121,45.4330355,12.012,,POINT (727555.3477380837 5035174.536078607)
344533875,5035106.71799394,727995.9576176244,,3,11.9148064,45.4322823,15.085,,POINT (727995.9576176244 5035106.71799394)
270120462,5035123.813699187,727969.225036958,,3,11.914473,45.4324447,15.353,,POINT (727969.225036958 5035123.813699187)
1978301073,5034717.108721287,727976.2529106122,,3,11.9143744,45.4287863,11.494,,POINT (727976.2529106122 5034717.108721287)
1978301077,5034736.215725902,727979.2099712205,,4,11.914421,45.4289571,11.48,,POINT (727979.2099712205 5034736.215725902)
7083690093,5035182.270133605,727959.1003920449,,3,11.9143708,45.4329735,13.161,,POINT (727959.1003920449 5035182.270133605)
7083643517,5035194.223322914,728063.8282328839,,3,11.9157135,45.4330468,12.012,,POINT (728063.8282328839 5035194.223322914)
270120531,5035374.633252275,727880.1565468619,,3,11.9134519,45.4347285,11.187,,POINT (727880.1565468619 5035374.633252275)
6838340896,5035366.436645434,727846.4556895831,,3,11.9130178,45.4346658,11.037,,POINT (727846.4556895831 5035366.436645434)
729811978,5035360.316968994,727924.3382740621,,3,11.9140094,45.4345854,11.577,,POINT (727924.3382740621 5035360.316968994)
6838340898,5035343.361328634,727862.9090150101,,3,11.9132172,45.434453,10.779,,POINT (727862.9090150101 5035343.361328634)
7083690112,5035370.61634375,727832.567111006,crossing,4,11.9128424,45.4347079,11.265,,POINT (727832.567111006 5035370.61634375)
597833387,5035344.3960496485,727858.6187912545,,3,11.9131629,45.4344637,10.723,,POINT (727858.6187912545 5035344.3960496485)
270120534,5035364.021876711,727963.6138479604,,3,11.9145126,45.4346059,11.763,,POINT (727963.6138479604 5035364.021876711)
346157819,5035314.817494948,727958.3185324774,,4,11.9144222,45.4341653,11.91,,POINT (727958.3185324774 5035314.817494948)
6838340808,5035369.870754028,727983.4825849573,,4,11.914769,45.434652,11.416,,POINT (727983.4825849573 5035369.870754028)
6838219963,5035370.341458525,727925.0006988457,crossing,4,11.9140225,45.4346753,11.434,,POINT (727925.0006988457 5035370.341458525)
6838340803,5035314.268667556,727961.5886886606,crossing,4,11.9144637,45.4341593,12.013,,POINT (727961.5886886606 5035314.268667556)
6838340798,5035340.387410166,727926.3063078986,,1,11.9140253,45.4344056,12.478,,POINT (727926.3063078986 5035340.387410166)
270120943,5035628.203329609,728198.9395372943,,3,11.9176398,45.436904,12.132,,POINT (728198.9395372943 5035628.203329609)
6838163799,5035631.374232363,728199.8738231922,,3,11.9176532,45.4369322,12.214,,POINT (728199.8738231922 5035631.374232363)
6838340851,5035515.874835493,728160.6959043525,crossing,4,11.9170994,45.4359067,12.686,,POINT (728160.6959043525 5035515.874835493)
346158263,5035660.873226945,728112.804668623,,3,11.9165551,45.4372258,12.791,,POINT (728112.804668623 5035660.873226945)
6838340843,5035642.5039847735,728203.4011091994,crossing,4,11.9177034,45.4370311,12.587,,POINT (728203.4011091994 5035642.5039847735)
6838340846,5035628.576122464,728207.6738638286,crossing,4,11.9177515,45.4369045,12.197,,POINT (728207.6738638286 5035628.576122464)
729812064,5035401.027057375,728120.4588946201,,3,11.9165324,45.4348874,12.977,,POINT (728120.4588946201 5035401.027057375)
6838340852,5035514.771499145,728164.0096142483,,3,11.9171412,45.4358957,12.737,,POINT (728164.0096142483 5035514.771499145)
6838340850,5035517.819254973,728155.7304983216,,1,11.9170369,45.4359258,12.756,,POINT (728155.7304983216 5035517.819254973)
729812715,5035666.080428238,728114.675338093,,3,11.9165814,45.437272,12.882,,POINT (728114.675338093 5035666.080428238)
346158385,5035614.6773012625,728093.5555787215,,3,11.9162879,45.4368168,12.894,,POINT (728093.5555787215 5035614.6773012625)
270120946,5035466.989621129,728674.4040806408,,3,11.923636,45.4352994,12.624,,POINT (728674.4040806408 5035466.989621129)
6468429219,5035442.02222964,728668.765114157,,3,11.9235524,45.4350768,13.129,,POINT (728668.765114157 5035442.02222964)
6845255682,5035408.876011522,728840.3153302047,crossing,4,11.9257274,45.4347227,13.235,,POINT (728840.3153302047 5035408.876011522)
6845255679,5035468.158210418,728671.0565267614,,3,11.9235938,45.435311,12.642,,POINT (728671.0565267614 5035468.158210418)
6468429225,5035389.406716834,728656.8796760759,,3,11.9233762,45.4346077,12.93,,POINT (728656.8796760759 5035389.406716834)
6468429208,5035444.830114185,728658.8026372156,,3,11.9234265,45.4351053,12.744,,POINT (728658.8026372156 5035444.830114185)
346165033,5035407.290189569,728844.7276266185,,3,11.925783,45.434707,13.495,,POINT (728844.7276266185 5035407.290189569)
6845255681,5035406.309182735,728839.4767940689,,1,11.9257155,45.4346999,13.237,,POINT (728839.4767940689 5035406.309182735)
6845255680,5035471.8584354045,728672.472592524,crossing,4,11.9236136,45.4353438,12.615,,POINT (728672.472592524 5035471.8584354045)
6467782398,5035479.253066189,728639.0671168987,crossing,4,11.9231905,45.4354212,13.375,,POINT (728639.0671168987 5035479.253066189)
270120968,5035389.490940779,729448.8073458679,,3,11.9334877,45.434349,12.912,,POINT (729448.8073458679 5035389.490940779)
343705802,5035520.490186346,729516.4617130738,,3,11.9344126,45.4355044,12.844,,POINT (729516.4617130738 5035520.490186346)
