nodeID;EI_ratio;genePC1;receptor_den;t1t2_ratio;cortical_thickness;x;y;z
280;1.241617548;-0.03609248;0.590177064;1.829709174;3.382501298;-51.39723;15.430177;11.519733
281;1.248582624;-0.008063375;0.553498975;1.788570754;3.063081963;-39.893458;36.839247;16.863675
282;1.302365902;-0.001046868;0.536159353;1.856760176;3.134561981;-47.783127;10.937173;19.487844
283;1.330913563;0.004564198;0.532032581;1.90053941;2.957980325;-44.428267;21.748359;21.392693
284;1.193056852;-0.011367534;0.573945364;1.763019156;3.183015103;-39.674948;35.382016;26.078427
285;1.321375628;0.003362976;0.51902545;1.85495118;2.998618375;-41.831746;25.286383;26.227102
286;1.628839778;-0.003603562;0.433528068;1.886722608;2.999560531;-39.61938;11.595924;27.950363
287;1.242603225;-0.019534589;0.553521889;1.732440434;3.126472;-35.750454;30.932063;33.814294
288;1.258263583;0.007565701;0.525268716;1.83255476;3.039817943;-41.498144;18.944789;34.112615
289;1.477798853;-0.008480366;0.471482182;1.862711526;3.066921373;-39.524197;7.240517;33.451256
290;1.308669783;-0.028782795;0.522662582;1.657787222;3.502344134;-24.593155;48.068118;-13.544473
291;1.013644892;-0.055237695;0.690655018;1.633164758;4.4291273;-32.733235;13.341464;-11.178164
292;1.171123691;-0.045283383;0.668081995;1.71421736;3.934987347;-32.640522;21.368601;-2.808707
293;1.567985341;0.052498361;0.519288932;1.860329389;2.773778355;-8.758218;-70.345965;38.055924
294;1.511124881;0.022755521;0.392477315;1.804547677;2.729476133;-9.481692;-72.169701;45.507355
295;1.536291626;0.024745093;0.527042296;1.749047154;3.001078597;-5.398372;-66.532193;47.722241
296;1.714399933;0.038934016;0.268157666;1.809346754;2.822327206;-5.838286;-34.458865;25.927936
297;1.047462161;-0.060206538;0.471071729;1.151828831;3.137139153;-3.302354;11.638241;26.871263
298;1.531421671;0.019064665;0.295455844;1.790203324;3.034900391;-4.561279;-23.762334;28.326545
299;1.220182212;-0.056561449;0.411850887;1.294970633;2.883835144;-3.28657;-2.187618;30.632064
300;1.469594466;-0.020373829;0.313905205;1.492070621;2.881210985;-3.792821;-13.123799;29.914609
301;1.235843764;-0.022374553;0.553935645;1.684614078;3.653450061;-5.208862;23.976203;46.174488
302;1.241423983;-0.017266636;0.530293387;1.722993858;3.34825267;-6.113846;10.72622;52.857322
303;1.289631089;-0.0512362;0.543847186;1.590337362;3.854127764;-48.796318;2.317474;-32.227666
304;1.324800508;-0.039358915;0.549848155;1.650787504;3.674542338;-55.715768;-17.316782;-26.006682
305;1.391931045;-0.037339052;0.54034648;1.676572859;3.608027404;-59.326734;-28.180939;-16.834041
306;1.202014255;-0.051142692;0.549627015;1.690910639;3.650928328;-51.905942;5.893781;-16.825408
307;1.213111117;-0.044744866;0.583983234;1.677181833;3.382902942;-50.601765;-2.718559;-19.556537
308;1.379163625;-0.030862755;0.581701749;1.684336592;3.682258027;-57.702334;-11.624037;-16.517322
309;1.387551489;-0.029154055;0.627297649;1.710651293;3.584754351;-60.327355;-27.064455;-9.187049
310;1.238805384;-0.038434464;0.586014344;1.753032713;3.38723623;-53.164484;-6.522434;-10.480816
311;1.343741713;-0.030603923;0.567274109;1.730834108;3.246950222;-51.529928;-15.924632;-9.962895
312;1.430142231;-0.016765106;0.611751773;1.670424646;3.523597522;-59.597971;-39.240219;-3.38151
313;1.438446353;-0.02279347;0.542864554;1.747015549;3.115782593;-52.271276;-25.349553;-4.934146
314;1.332238576;-0.011218377;0.574409669;1.844429627;3.436135403;-58.132174;-15.215579;-3.186403
315;1.52099504;0.001691762;0.520451318;1.733172717;3.119150919;-52.220713;-36.294195;0.866026
316;1.367506226;-0.01448454;0.560106654;1.648130451;3.418618473;-57.274834;-51.276761;3.457419
317;1.3943285;0.005977994;0.569601702;1.851299532;3.400353039;-61.087598;-28.257115;3.974592
318;1.498608515;0.003763227;0.524005514;1.750859561;3.092432035;-52.45559;-44.851131;7.056375
319;1.421387849;0.010980441;0.557114252;1.696845175;3.10370445;-46.15455;-58.713906;16.343197
320;1.683490369;-0.002971721;0.469087358;1.715242884;3.107999914;-49.525115;-52.700021;16.226668
321;1.344231909;-0.002788494;0.574731967;1.738801266;3.283835709;-57.234607;-48.21926;17.143671
322;1.501842471;0.003493992;0.537557482;1.657182713;3.092256225;-44.735457;-64.285049;21.781026
323;1.653367874;-0.004520247;0.494969849;1.661158688;3.114388259;-46.670214;-57.614291;23.294588
324;1.384770391;-0.018033165;0.605517357;1.671696725;3.200172927;-52.370036;-54.385899;22.845375
325;1.326367457;0.013442964;0.492156083;1.633913194;3.144712624;-44.069847;-69.165686;31.750221
326;1.277479058;0.003357749;0.478041363;1.645270427;3.352891169;-56.173954;-49.722937;29.149211
327;1.408567967;-0.007711848;0.568323833;1.642618689;3.10916619;-46.110721;-61.806206;31.612009
328;1.292811808;-0.000289902;0.537358787;1.644142742;3.134061812;-50.274669;-56.631524;32.007955
329;1.376244898;0.010469773;0.400365623;1.669139535;3.078575158;-36.30341;-71.985896;42.037334
330;1.320710709;0.000272027;0.406442926;1.665446817;3.137638684;-42.830616;-63.546319;43.433868
331;1.230866028;-0.000272238;0.388969728;1.658950203;3.121109052;-47.020969;-56.061726;43.778751
332;1.216781191;-0.017359918;0.557657649;1.751513392;3.582584415;-33.306586;21.602067;-14.980523
333;1.337349971;-0.000136818;0.543738551;1.791393098;3.155234319;-33.75052;36.111899;-12.268744
334;1.313023314;-0.025613062;0.515673396;1.703503923;3.499518522;-38.318394;48.006612;-11.579047
335;1.234399008;-0.037005436;0.603768401;1.641785866;3.458601209;-6.009968;53.412885;-9.170443
336;1.110081136;-0.0723294;0.620669131;1.465657068;3.754800405;-5.848785;34.353094;-9.154672
337;1.360689228;-0.013815644;0.516144314;1.777607178;3.257529934;-45.817791;32.981906;-8.835936
338;1.17933814;-0.006484062;0.579162404;1.737093199;3.177521854;-28.829785;55.42306;1.128433
339;1.342387276;-0.034473528;0.59143736;1.8669574;3.018476012;-43.686088;27.32912;1.69594
340;1.327659705;0.002251356;0.53755936;1.843700701;3.162692215;-49.196355;33.50642;0.5883
341;1.122175199;-0.025383225;0.430820516;1.693173916;3.365683184;-10.286751;65.455478;4.389126
342;1.233347016;-0.038632512;0.593290642;1.633400828;3.549576187;-7.787921;55.626286;8.049745
343;1.116559814;-0.062004359;0.64467528;1.534158896;4.032175581;-7.179294;44.266694;6.551776
344;1.273131322;-0.006472753;0.560838044;1.858411601;3.237577497;-49.507752;23.090643;8.706481
345;1.109677165;-0.022069266;0.470497455;1.729172579;3.061647106;-19.829304;60.764014;10.355562
346;0.918725957;-0.068413631;0.575350401;1.127082531;4.127927164;-4.151053;35.325958;13.286021
347;1.175022143;-0.034547143;0.493212398;1.636757426;3.438030891;-6.75566;57.680667;20.76024
348;1.206152875;-0.046633228;0.640067133;1.637342931;3.6418408;-8.155007;46.286366;20.426893
349;1.179951893;-0.016495842;0.525500146;1.710015192;2.992249435;-22.938383;52.664036;19.747444
350;1.014636006;-0.068747404;0.53851882;1.148245546;3.633066655;-3.581646;25.135755;20.815124
351;1.132890869;-0.018178115;0.468485592;1.678785739;2.968020766;-16.007691;57.329517;23.628155
352;1.13818379;-0.061796954;0.652762133;1.608497368;3.838094161;-7.903237;35.324513;23.575444
353;1.193748223;-0.024759043;0.540133054;1.699613777;2.996110881;-22.545117;47.075477;27.410182
354;1.182106171;-0.021336243;0.351747639;1.646164143;3.395702529;-6.109553;51.594108;36.025957
355;1.189283048;-0.045506396;0.574934744;1.660203836;3.689226673;-5.642833;38.860218;34.774349
356;1.132121499;-0.037089394;0.440301345;1.657861643;3.065224122;-15.484424;47.67723;36.097958
357;1.216191075;-0.027620689;0.524740415;1.690645611;3.034547067;-22.051182;38.460877;34.955025
358;1.198131209;-0.017202146;0.568536682;1.707637897;3.200066811;-29.9693;28.635265;40.888723
359;1.208879969;-0.003800233;0.489769748;1.752992353;3.143175293;-37.385793;21.390549;42.086059
360;1.208917305;0.005102741;0.509928518;1.828220657;3.08502987;-40.431682;11.455377;41.345823
361;1.357847627;-0.013752167;0.504971387;1.713994835;3.090521546;-24.712426;27.72708;39.94493
362;1.224903558;-0.022348195;0.397741654;1.658043925;3.273055761;-11.532746;39.028768;48.367792
363;1.197864686;-0.023087149;0.412215093;1.668981941;3.520979874;-4.632159;34.213043;50.367312
364;1.253102947;-0.001647337;0.481902201;1.847593462;3.07733803;-39.930189;4.314062;47.159629
365;1.265732488;-0.002571936;0.393867526;1.796337183;3.160478594;-36.213619;12.116464;51.449737
366;1.267519154;-0.020093086;0.485973053;1.693343469;3.107009615;-19.310947;29.513926;46.21475
367;1.283836831;-0.013909486;0.502015773;1.761991506;3.165875052;-28.928347;17.431097;49.882832
368;1.323445224;-0.0101578;0.476615298;1.730728148;3.010592098;-22.540667;16.50235;49.44332
369;1.276010685;-0.010289865;0.440925469;1.654977051;3.330658064;-10.963508;23.137627;58.634592
370;1.224129843;-0.015614954;0.460240522;1.685878346;3.522216759;-4.851496;14.432067;60.141997
371;1.267691644;-0.011786815;0.432582547;1.672373093;3.248277488;-10.750482;7.526657;66.270045
372;1.670443214;0.013803668;0.409054668;1.796351053;3.531670544;-8.664886;-51.933841;7.110815
373;1.637094251;-0.003754226;0.252401493;1.404299425;3.377888367;-5.892552;-46.61071;13.73432
374;1.686814215;0.008980903;0.559619238;1.873787172;3.472486085;-10.742479;-58.18225;13.593924
375;1.628057351;9.17138E-05;0.484424517;1.876900497;3.633619487;-4.210268;-51.057777;17.088857
376;1.630041601;0.020835812;0.336819709;1.691319482;3.138836972;-5.900723;-42.463209;22.382751
377;1.590029371;0.021244661;0.635900622;1.867505424;3.489510732;-4.630647;-61.169468;20.943211
378;1.692810965;0.026617116;0.591085524;1.88894202;3.123692937;-10.925093;-64.777979;23.951781
379;1.569416029;0.003730251;0.597433216;1.889059512;3.676902831;-5.373682;-51.273444;25.85382
380;1.560224322;0.021775817;0.606787889;1.993222236;3.600929182;-2.91961;-41.613638;28.689283
381;1.690779541;0.038453307;0.551916247;1.883184557;2.852663093;-11.717256;-67.414002;29.62715
382;1.59523333;-0.010321634;0.63421314;1.820475974;3.280883045;-5.597075;-58.594042;29.471481
383;1.632185302;-0.005707126;0.502144786;2.029003853;3.392918516;-2.287886;-32.842281;29.541612
384;1.631951574;0.032737837;0.604927965;1.869019535;3.272776249;-4.516919;-66.755923;29.938638
385;1.738303897;-0.012602938;0.507088634;1.7783222;3.264079969;-9.916129;-48.425272;32.944852
386;1.506966885;-0.001912274;0.635612882;1.802849863;3.964798014;-4.945893;-37.49283;34.720237
387;1.52565855;-0.000582855;0.618430413;1.841544351;3.970285635;-2.408978;-28.067957;36.333676
388;1.372836164;-0.024452561;0.623563773;1.768308465;3.429222051;-2.140387;-15.993277;36.798564
389;1.609773435;0.005113315;0.608932754;1.78848922;3.243321265;-6.706419;-57.000989;36.873616
390;1.527111334;0.01088362;0.617323146;1.726445822;3.435376725;-7.738752;-41.762802;38.601407
391;1.580479121;0.020067049;0.593215731;1.808641819;3.173479391;-4.359558;-65.83475;40.411297
392;1.390889899;-0.028196411;0.707799726;1.711685253;3.982531355;-4.426909;-23.919921;41.015495
393;1.41220578;-0.000695941;0.700610788;1.720885307;3.909443094;-4.445733;-32.736151;41.905342
394;1.589959624;-0.018707225;0.57514629;1.744336137;3.095353199;-9.126935;-49.408604;41.430166
395;1.444712507;-0.006996909;0.667160688;1.713006779;3.583416763;-6.02586;-42.766264;44.349814
396;1.55652343;0.005775886;0.59339582;1.757104493;3.133647776;-6.07236;-57.037938;45.615006
397;1.506711131;0.008352195;0.599350813;1.744197093;3.329277904;-6.096218;-49.894204;49.222869
398;1.48725591;0.004892225;0.561684791;1.72111414;3.103073499;-5.915184;-57.188155;51.482648
399;0.663774654;-0.064144579;0.186303956;1.995645387;2.640233573;-18.767226;-29.325978;-18.01588
400;1.230397321;-0.045069807;0.526373116;1.817076241;3.765926006;33.783498;-34.103384;-22.498319
401;1.111996242;-0.066741329;0.534097825;1.663147446;3.321987524;33.518975;-26.088127;-22.393346
402;1.254916709;-0.008329127;0.507865273;1.919098721;3.67609774;36.096958;-50.229437;-18.174522
403;1.346972862;-0.015491039;0.573347354;1.949124932;3.311593085;29.039195;-46.746385;-12.227139
404;1.259193946;-0.054230134;0.51649182;1.788521051;2.895669799;30.683288;-36.505577;-13.500445
405;1.285757602;-0.012130649;0.550518758;1.864659291;3.299639343;42.733454;-61.307262;-13.335839
406;1.364232463;0.002020731;0.487772201;1.979585615;3.413001357;33.66609;-68.466008;-13.798764
407;1.58854371;0.013422078;0.47486997;2.017608341;3.078995331;27.393964;-64.593539;-9.429102
408;1.143746014;-0.042244715;0.384932839;1.993497933;3.321642448;20.671294;-33.378631;-14.368678
409;1.349784109;0.049562065;0.463364546;1.96306286;3.12679641;33.296839;-77.99734;-12.80025
410;1.581832382;0.049310427;0.45426978;2.04746485;2.894143946;22.736645;-77.386991;-9.983662
411;1.613455515;0.026348827;0.482891359;2.019194016;2.939102834;25.289217;-57.907706;-6.993204
412;1.39989486;0.034477034;0.503939686;2.009467336;3.188255336;22.886106;-45.32993;-9.025125
413;1.307373886;0.033853898;0.404372854;1.884468989;3.290455404;42.20091;-73.436706;-10.376301
414;1.614804673;0.093262426;0.446525704;2.131698423;2.871007825;15.861698;-72.864122;-6.659361
415;1.54487721;0.057319125;0.414688708;2.055686778;2.514458286;19.372918;-86.986979;-9.434063
416;1.385302317;0.058263633;0.344204569;2.121035715;2.603463091;11.181816;-82.742298;-9.232098
417;1.326242045;0.054892315;0.273434312;1.973819223;2.959485675;32.498624;-86.955781;-11.684891
418;1.140273178;-0.022912936;0.308467596;2.254427678;2.861524632;16.490931;-35.865735;-9.068266
419;1.370291778;0.00268108;0.322384452;2.202155478;3.017118143;15.231447;-48.441883;-6.593281
420;1.590391285;0.061122544;0.414759324;2.225028879;3.013766283;13.432137;-59.221234;-2.885626
421;1.592601815;0.073022004;0.413164244;2.208312703;2.493293031;8.076943;-71.914861;-0.13395
422;1.268264608;0.0678687;0.334394471;2.105714151;2.357869056;16.331184;-93.913479;-10.08545
423;1.386266478;0.031727314;0.353790161;1.923946749;3.237965087;44.349387;-77.649628;-4.3341
424;1.291326118;0.064261174;0.325047808;2.154848425;2.366314024;8.095019;-89.07914;-8.137741
425;1.345166587;0.071610354;0.284876586;2.086019641;2.473460238;24.138688;-94.918342;-8.389342
426;1.629776813;0.006129655;0.472949086;2.320863463;2.599774454;14.355777;-53.953628;1.474811
427;1.63817102;0.062830339;0.359708061;1.994034977;2.746222025;33.916497;-88.456948;-2.495661
428;1.444721016;-0.005539961;0.36264204;2.141808806;2.577821614;17.859336;-44.813648;-2.589087
429;1.528180766;0.078784352;0.469533586;2.264545433;2.297966804;4.437227;-79.288319;1.888043
430;1.610226581;-0.000681141;0.519453628;1.99538542;2.871741609;45.217097;-65.891251;3.590107
431;1.64355362;0.059034595;0.500071022;2.33715986;2.211245003;10.37862;-64.275662;6.548834
432;1.488282625;0.057953024;0.320065378;1.937212793;2.967689279;40.652289;-81.155245;1.955802
433;1.680374352;-0.010460362;0.26819269;1.852101436;2.63379656;12.738547;-42.555603;1.703871
434;1.546535418;0.078354108;0.426987833;2.14734542;2.136145802;14.365757;-93.664875;0.346468
435;1.375978913;0.009442325;0.448350525;1.971941537;3.117928655;46.982594;-72.201461;7.173865
436;1.698705269;0.080172384;0.513779076;2.19735382;2.220637077;11.277736;-86.723546;3.382993
437;1.565481425;0.063184935;0.345823033;2.077061854;2.415227781;26.311685;-95.551529;3.672483
438;1.254867697;0.070337522;0.237557218;2.143556679;2.365987802;17.020525;-99.792188;3.214876
439;1.794473839;0.070585375;0.503162477;2.277387112;2.310311486;12.58257;-77.465987;8.467076
440;1.918593328;0.069914129;0.365586893;2.162215915;2.467632695;22.945631;-58.647833;5.243813
441;1.717877283;0.006927369;0.4711783;2.328961742;2.367779796;15.730438;-69.35972;9.593568
442;1.582511647;0.053820043;0.42227089;1.981987221;2.665030384;32.422966;-86.374059;8.305594
443;1.724046505;0.082005434;0.520427483;2.219846754;2.261351705;6.318524;-86.113598;9.313103
444;1.451248823;0.063439506;0.312287225;2.078649381;2.426588537;19.250468;-95.468478;12.737607
445;1.873197217;0.048401348;0.473528035;2.130171388;2.896574487;20.647001;-59.137696;11.138907
446;1.449151542;0.032461881;0.5234503;1.85319792;3.022932509;45.303236;-66.912532;15.217222
447;1.770163396;0.065463763;0.561759325;2.325707411;2.29737401;7.849797;-72.58583;14.085818
448;1.474935142;0.023868286;0.450696952;1.856417154;3.071745385;41.433716;-77.224829;13.280441
449;1.595982648;0.060339643;0.388746359;2.114687887;2.33094459;8.643432;-91.552345;14.546272
450;1.882999082;0.012814142;0.492030857;2.170866306;2.625454103;18.757644;-63.655293;16.327905
451;1.645407319;0.052452134;0.411762058;2.048269881;2.636502475;27.797299;-87.255685;18.335786
452;1.783420195;0.056382497;0.499984885;2.139018325;2.509252742;6.153781;-80.134636;22.385917
453;1.492502111;0.033825102;0.473315428;1.921529734;2.898146115;34.393993;-80.780974;18.314322
454;1.637808196;0.049149107;0.374976861;2.06685912;2.464291165;17.229219;-89.119468;22.794949
455;1.753984165;0.046886008;0.524277568;2.198497638;2.456720048;13.046741;-70.529341;22.352371
456;1.612508501;0.057433621;0.320753625;2.063606186;2.625304252;10.153265;-84.94065;31.083093
457;1.988437548;0.029071275;0.478823515;2.025269622;2.923521163;19.556938;-62.727645;25.167857
458;1.3821757;0.007346575;0.494607016;1.856737751;3.078465825;36.980891;-77.048845;27.327372
459;1.662548949;0.027712668;0.485652508;1.932957362;2.734893833;32.726279;-74.600222;22.646126
460;1.783443532;0.025554765;0.472043485;2.109780424;2.492267398;14.884939;-76.197919;31.634019
461;1.580088442;0.056245011;0.478311613;2.060980616;2.603917995;27.946396;-79.58164;26.430251
462;1.717338382;0.030930679;0.473011525;2.025003011;2.673595967;18.187713;-67.509282;32.355547
463;1.477763817;0.0402599;0.288834882;2.063461197;2.645718652;21.807631;-83.208895;36.627372
464;1.64932045;0.037351202;0.391236196;2.040237684;2.504847288;18.475967;-76.95366;39.483744
465;1.407253159;0.015941716;0.468633921;1.957997681;2.623466727;26.028184;-72.804704;41.313334
466;1.395883191;0.023378213;0.270434703;1.927032005;2.678677656;18.654624;-73.77295;46.36311
467;1.260692284;-0.044611079;0.566575128;1.73441663;3.553102668;54.915851;1.811301;-3.382251
468;1.370590115;-0.034759481;0.562519235;1.731934229;3.590757721;59.356338;-5.585154;-5.672738
469;1.14080278;-0.022868189;0.579924254;1.662750801;2.753588277;47.515605;-4.876484;-7.273777
470;1.376184005;-0.016480417;0.609873072;1.767931174;3.29942392;57.325236;-16.219297;-3.253313
471;1.474449348;-0.017698917;0.577172714;1.792311697;3.213887548;52.403072;-28.000968;0.83627
472;1.47112318;0.0072089;0.481005798;1.855268618;3.600490121;64.064635;-19.086294;2.25207
473;1.37617895;0.018149598;0.610853377;2.035673074;3.262421818;56.524017;-12.855904;4.836332
474;1.418830154;-0.003029295;0.570440477;1.906771657;2.712715331;42.749944;-17.427021;0.43878
475;1.39394921;0.014928604;0.515369144;1.858914968;3.444339121;62.739773;-28.68621;5.143918
476;1.443400736;0.011611136;0.603778303;1.854594045;3.192124303;54.166065;-34.94706;7.24265
477;1.25231734;-0.033498019;0.702792486;1.723807288;3.811330892;38.301115;-7.004226;9.849479
478;1.418571469;0.045165249;0.642655064;2.254534591;3.084996393;42.037642;-21.104906;8.958381
479;1.518868345;-0.001971146;0.580008416;1.919016449;3.226481458;36.511525;-19.51713;9.15093
480;1.5020411;0.009474333;0.626066465;2.155066877;3.183897628;49.747017;-23.037124;9.854257
481;1.269031702;-0.046118778;0.610354265;1.666093854;3.038855904;40.684098;0.835874;13.270465
482;1.430117812;0.011632469;0.594739602;1.928067018;3.22544951;60.221166;-27.175196;11.934644
483;1.515941643;-0.021610829;0.554927947;1.795431371;3.090228212;37.63726;-9.654698;16.606379
484;1.4039846;0.000947872;0.503028486;1.838745378;3.383810981;60.854219;-37.141523;13.668943
485;1.731142793;0.008124852;0.514945215;1.902869035;3.038271168;35.568787;-20.046934;17.81539
486;1.400988194;0.009034322;0.597333491;1.827559276;3.258352552;43.068876;-12.565153;17.671855
487;1.647204788;0.012984496;0.541184097;2.052677817;2.739608685;42.61277;-29.662291;16.263409
488;1.301654428;-0.000203154;0.648742182;1.765696442;3.378554002;50.509626;-9.844202;13.43565
489;1.610959132;0.03061625;0.554586977;1.927087156;3.250851765;41.237889;-26.182738;20.1224
490;1.317943747;-0.002489135;0.533558005;1.761552294;3.290714842;58.84397;-1.099565;11.705524
491;1.440691414;0.058994802;0.619173485;1.846155694;3.498583426;48.811598;-20.936607;18.800343
492;1.694066237;0.020335973;0.504801412;1.830592755;2.886233634;49.829881;-30.411344;24.335275
493;1.290023013;0.018745135;0.562700933;1.745426813;3.412071746;59.255351;-12.723741;15.896657
494;1.227479125;0.028623487;0.471123286;1.886630416;2.978037061;60.440751;-1.800731;18.322586
495;1.065171785;0.017270479;0.293271751;1.863929793;3.003344463;64.140398;-7.862393;24.705616
496;1.17385737;-0.012881297;0.396771652;1.880867765;3.431535081;59.176583;2.50143;28.238898
497;1.30919316;0.041929741;0.507409231;1.992717372;2.226555138;55.12163;-6.199026;25.345316
498;1.078413623;-7.80653E-05;0.315032232;1.910465282;2.662763189;59.524031;-9.506232;36.341761
499;1.306625422;0.014904855;0.450682037;2.050849565;2.979600745;50.106631;-6.52975;35.550557
500;1.325172472;0.035844761;0.495828073;2.037150509;1.825751954;50.180711;-11.851397;35.556971
501;1.253941435;0.01867936;0.459314807;1.839154097;2.749688947;55.286175;-16.465507;40.618489
502;1.207708657;-0.043054117;0.59653197;1.670084988;3.593131092;6.58898;-2.610227;41.845616
503;1.399412629;-0.019514183;0.523632297;1.70269032;3.538500683;7.762814;-13.592337;41.379831
504;1.264045831;0.037866878;0.383354617;2.097151248;2.147291685;48.873087;-14.573252;46.969604
505;1.213862525;0.04300152;0.394235162;1.90495948;2.601479329;51.06039;-20.105707;47.460564
506;1.383696598;-0.014970097;0.508487015;1.810515032;2.932079464;12.225893;-17.413043;42.498302
507;1.587981242;0.047116645;0.375931301;2.093908556;2.245780286;39.573527;-15.362339;37.819595
508;1.239914899;-0.015417079;0.548484601;1.783019366;3.263297797;9.329781;-7.435186;45.430833
509;1.326591954;0.000369275;0.436112675;2.089990115;2.942378797;43.800123;-9.590438;47.458728
510;1.171807965;0.032309388;0.354566734;1.944166022;2.590327915;46.086312;-26.921696;52.68099
511;1.29368426;0.053352374;0.271810176;2.114000628;2.293006051;45.569054;-21.632729;56.873266
512;1.230350594;-0.007678697;0.53988508;1.761201298;3.417806267;7.329847;0.393321;52.206435
513;1.317333276;-0.004313264;0.557007072;1.912377612;2.921786201;10.53292;-24.201326;46.685434
514;1.450671045;0.059337723;0.435956088;2.129859939;2.093023802;38.726246;-20.212344;46.354495
515;1.20846389;-0.00069534;0.560922162;1.925834144;3.271930807;7.753362;-12.164501;50.720869
516;1.348958922;0.048347736;0.406421589;2.234325148;2.962360184;38.354188;-17.328127;52.814918
517;1.575640032;0.023194696;0.414761496;1.914911603;2.460661415;33.059137;-36.43769;53.149347
518;1.330832047;0.031083293;0.369636791;1.997422723;2.511044885;38.549068;-32.581225;57.613329
519;1.303421696;0.032298322;0.513333698;1.929431488;2.803403778;9.130265;-33.03439;51.390293
520;1.319570105;0.033060715;0.353655042;1.851315628;2.595942599;31.25874;-41.083204;58.902942
521;1.468087475;0.043496525;0.367104633;2.157319143;1.996537144;34.795814;-27.395804;57.257076
522;1.423867;0.026617667;0.268345498;2.077348892;3.148439628;36.747951;-14.573634;63.369081
523;1.247492524;0.003117183;0.467507772;2.05222877;3.210022987;5.375597;-20.080353;56.558809
524;1.370282629;0.048303723;0.36527359;2.008051052;2.335227744;29.902532;-33.773924;62.584968
525;1.407514586;0.042434917;0.369348609;2.281980882;2.794694963;29.565683;-23.553656;56.877735
526;1.261162188;0.007935259;0.43907392;1.847878718;2.835900959;25.644012;-11.55405;62.727681
527;1.289180188;0.04310098;0.413150124;1.891348427;2.46090427;10.272986;-41.245129;62.528416
528;1.336980165;0.016361574;0.293782088;2.124681685;3.046550111;27.791645;-18.52229;68.7386
529;1.352577589;0.00483853;0.434660455;1.839180581;2.443643973;25.305701;-40.187766;61.847418
530;1.259030769;0.030119969;0.406416362;2.092072573;2.837935855;5.106545;-31.082359;59.831094
531;1.326314707;0.042735492;0.345741627;2.153932357;1.822680527;22.569161;-29.712939;62.227483
532;1.179537559;-0.002879354;0.399946688;1.769978147;2.990346783;16.524247;-8.021518;68.402859
533;1.313684497;0.02901393;0.34815324;2.227029037;2.708606977;20.085817;-25.243175;63.397413
534;1.345223058;0.034725505;0.352881214;1.952405661;2.154459621;22.708473;-34.653917;67.64204
535;1.217348143;-0.001400179;0.374602381;1.999664837;2.735169518;17.143794;-16.268694;70.527699
536;1.225604189;0.003369093;0.344383528;1.798210172;2.422725801;20.027678;-42.882158;67.395329
537;1.247227984;0.010078924;0.374851749;2.087178509;3.006146994;7.106239;-18.500617;70.221743
538;1.40878609;0.057404918;0.343945745;1.895747789;2.453592834;11.335228;-40.946146;72.418258
539;1.333093596;0.053660014;0.373511206;2.125325599;2.591828311;4.450704;-33.331492;69.521247
540;1.297719991;0.062687553;0.348479572;2.130076398;1.759685708;13.388782;-33.091879;68.927643
541;1.257194914;0.040914718;0.349405761;2.21712075;2.621632726;12.556284;-27.375689;69.975432
542;1.50262911;0.03987081;0.234927183;2.00726109;2.134828771;14.381368;-34.799337;75.109584
543;1.292253518;-0.030800061;0.53500414;1.746631515;3.628587337;46.870436;-35.656917;-21.630103
544;1.363628695;-0.02882567;0.536085744;1.761890877;3.440645362;47.717988;-45.783854;-16.937331
545;1.404952369;-0.015031243;0.532395398;1.785527998;3.345272785;47.254911;-57.592573;-10.348902
546;1.351585447;-0.021260749;0.501139082;1.734755187;3.633626632;54.325175;-55.683886;-8.072719
547;1.427389706;-0.012052185;0.546323975;1.834859654;3.239953963;46.916996;-64.308117;-4.444732
548;1.346601704;-0.01537825;0.51826292;1.709025893;3.551924885;57.729758;-52.805333;-0.055869
549;1.425372788;-0.008396262;0.544779408;1.818546021;3.26476212;51.577594;-59.082087;1.571708
550;1.256668193;-0.0179708;0.489976319;1.802192306;3.24933058;54.65401;-54.147603;6.048095
551;1.470062789;0.002148389;0.55189043;1.926643753;2.981486176;46.454332;-61.290101;10.151158
552;1.436928229;-0.018737983;0.567663208;1.821717307;3.194836475;50.065433;-55.461514;12.717001
553;1.428272812;-0.001547352;0.567226121;1.794806454;3.050860958;46.970884;-59.978209;17.732882
554;1.362362522;0.028718264;0.409511583;1.791314813;3.399475121;42.640947;-78.170919;23.573643
555;1.227892322;0.018944804;0.520365627;1.729351966;3.003248341;58.053833;-16.49662;33.596544
556;1.424795283;0.009935579;0.53440667;1.870399375;2.928072676;34.779563;-70.130789;35.223681
557;1.790915092;0.020328795;0.452279586;1.910746168;2.66593719;30.130966;-67.73968;33.003939
558;1.329206314;0.035156024;0.508546377;1.710141854;3.047486082;54.752801;-24.832169;41.445226
559;1.277274977;0.002814641;0.444737871;1.745238882;2.976276281;48.430871;-34.748103;45.357145
560;1.496008413;0.012640812;0.505719361;1.885855834;2.848774996;31.123396;-63.790371;41.42699
561;1.327674472;-0.006601343;0.446258692;1.786093038;2.888342344;42.937914;-39.205707;43.301764
562;1.578219931;0.015750093;0.461705315;1.882425981;2.655610396;25.613928;-64.619872;45.066023
563;1.465531491;0.022459175;0.536232733;1.756486475;2.740644135;50.291891;-22.872595;40.660847
564;1.478663817;0.002612128;0.500244586;1.784152827;2.724768322;44.513825;-29.072661;42.792369
