from,to,length_km,estimated_flow
18,37,197.73122404401943,34.26
19,37,138.2183384977757,86.34
20,37,89.93393076163578,795.28
21,37,251.93492685745616,65.3
22,37,190.23844707906107,70.76000000000002
23,37,112.28411722418636,427.3400000000001
24,37,138.5738821259206,122.76
25,37,218.941519132276,24.72
26,37,166.36651813901864,198.48000000000002
27,37,148.1393824623471,342.53999999999996
28,37,108.35048721439918,822.5799999999998
29,37,79.15137887661854,2281.5199999999986
30,37,244.38443918776957,12.0
31,37,229.86245415732483,17.3
32,37,236.51510469881754,4.26
33,37,145.32320201405923,296.3200000000001
34,37,106.69754752255344,1329.5199999999998
35,37,66.22361038146622,3696.4600000000005
36,37,38.10228606496073,26067.119999999984
37,37,0.0,997290.3399999952
38,37,56.31436599607238,33729.37999999999
39,37,52.135707620973456,19615.00000000001
40,37,70.38243456469753,5963.499999999997
41,37,133.6858571672353,288.53999999999996
42,37,177.9721852062571,114.55999999999997
43,37,205.49301023160038,36.68
44,37,247.27202061712467,17.3
45,37,108.31365520609366,31.64
46,37,86.75856375798399,71.32000000000001
47,37,65.04981765035456,1035.1399999999999
48,37,68.30746681763297,1619.3399999999997
49,37,159.11562686136443,32.839999999999996
50,37,116.72123506506114,46.0
51,37,107.75456794355323,125.48
52,37,138.03502958151222,46.260000000000005
53,37,182.74041953117393,59.019999999999996
54,37,179.21897445941178,83.52
55,37,212.90548232236284,16.939999999999998
56,37,229.06808067288972,4.0
57,37,263.0772677430042,4.0
58,37,295.93043741556266,195.76
63,37,468.3645540856032,28.16
67,37,276.4221176386405,40.80000000000001
68,37,316.4492674814491,56.29999999999999
69,37,357.70066230507433,24.9
71,37,471.04023094270474,41.54
82,37,752.9495316164658,27.98
83,37,771.9470003422535,11.440000000000001
93,37,213.90659585662678,12.440000000000001
97,37,224.70274807849393,10.0
98,37,165.63750097474627,60.98000000000002
99,37,103.63027340228689,1697.5400000000013
100,37,56.980162212024496,736.6799999999998
101,37,747.5479590669132,22.0
103,37,299.2565285629478,2.0
108,37,211.12402449978956,65.5
109,37,232.72877199360664,36.14
1,38,350.12378666314294,25.08
5,38,289.72863933544494,2.0
6,38,251.987396401651,18.0
9,38,288.4232741769766,2.0
10,38,219.30073220043212,57.53999999999999
13,38,246.33178227845718,4.0
15,38,227.14148059788465,23.06
16,38,196.63630109517948,30.84
17,38,157.66585246056417,47.68
18,38,224.7123430132001,18.0
19,38,153.78750301838159,12.0
20,38,93.5375240508549,1067.94
21,38,214.79489821846715,0.0
22,38,160.14321855025955,22.0
23,38,94.6824202429527,280.8
24,38,102.30053313275133,171.97999999999996
25,38,171.34509097259576,16.0
26,38,115.51125249766864,83.74000000000001
27,38,92.95800941768289,501.1600000000002
28,38,62.381269403188384,2089.3
29,38,25.46598520252729,14413.760000000004
30,38,189.18245786004863,10.3
31,38,173.5660932243209,9.46
32,38,180.9036731215725,10.54
33,38,176.49473376404617,8.0
34,38,143.40734486958846,15.98
35,38,104.90816857571845,171.06000000000003
36,38,80.99068197100318,2345.36
37,38,56.31436599607238,11965.959999999997
38,38,0.0,294152.26
39,38,47.82166292607947,2031.8600000000004
40,38,84.8731802512966,317.44000000000005
41,38,137.7239779763223,22.68
42,38,176.98150757188537,10.34
43,38,209.88985303270593,12.0
44,38,251.96324658296757,16.42
45,38,157.70033304681007,9.34
46,38,142.2706132506023,0.0
47,38,121.1430065378534,8.0
48,38,116.79454561059299,52.64
49,38,213.27191174191026,5.16
50,38,171.41357800499986,11.379999999999999
51,38,139.49900389368509,4.0
54,38,199.18579676004276,2.0
58,38,323.83900878972,5.92
67,38,282.31284246364226,14.0
68,38,323.1116796105953,4.0
93,38,160.54365788762405,4.0
97,38,229.2545332786656,2.0
98,38,185.520539234375,20.0
99,38,106.34650810860677,72.62
100,38,110.84333420868893,0.0
108,38,223.16030180724647,6.12
109,38,233.5249360396475,31.740000000000002
1,40,385.2257715974111,4.0
2,40,344.9464587638879,6.4
3,40,323.5102412964958,4.0
4,40,358.5556221144213,2.0
6,40,282.5553471045625,5.52
10,40,237.6501629408589,4.8
11,40,185.72745270622562,2.0
12,40,323.7645409369354,5.78
13,40,309.70149595750087,10.0
14,40,301.67424875445425,2.0
15,40,279.8225687391984,16.58
16,40,264.07448248157414,14.0
17,40,229.76184797316049,20.0
18,40,266.3384141193619,8.0
19,40,208.5823936818226,8.0
20,40,157.6660672648274,16.0
21,40,299.6527698131592,6.0
22,40,244.10001420594512,8.0
23,40,172.6151257969019,12.18
24,40,186.9472449304959,8.0
25,40,253.29532266113895,2.0
26,40,195.91017729745056,11.82
27,40,166.66110062706343,43.18
28,40,146.97171880641113,22.0
29,40,108.64164080350345,64.94
30,40,258.2302297860058,10.0
31,40,230.91930412373335,4.0
32,40,229.14090351661542,0.0
33,40,213.3452088958149,28.88
34,40,173.57748940834978,75.41999999999999
35,40,134.34972386240543,65.88000000000001
36,40,106.96153185772245,188.7
37,40,70.38243456469753,3265.6400000000017
38,40,84.8731802512966,397.02000000000004
39,40,37.313357187037674,18421.739999999983
40,40,0.0,382278.2000000011
41,40,63.338591488109984,800.3000000000002
42,40,107.80014029331261,194.61999999999998
43,40,135.29277010179547,71.66
44,40,177.25904056760612,8.58
46,40,128.36459170901261,6.46
47,40,95.62105954444884,22.0
48,40,64.75966342570355,185.30000000000004
49,40,160.26691035385207,6.0
50,40,125.29779244262745,8.0
51,40,57.81950695699598,137.86
52,40,105.04249050598263,4.0
53,40,152.94255931631628,13.48
54,40,115.1156720694686,79.78
55,40,154.88972985986254,2.0
57,40,199.26384596570293,2.0
58,40,238.96879459843717,47.559999999999995
59,40,303.7951005620795,7.36
60,40,295.87559154728604,4.0
66,40,249.97210799928598,6.0
67,40,206.72179983000345,4.0
68,40,247.04234971207242,4.0
69,40,288.0112741811559,8.08
70,40,342.96176768625617,2.0
87,40,762.9266793613219,4.64
93,40,235.82527904040026,2.0
98,40,235.82346405958518,9.36
99,40,34.507207458797765,12150.419999999996
100,40,76.34113114933814,34.0
108,40,281.4827871548392,0.0
109,40,162.35087682276827,31.400000000000002
1,45,226.5093843847994,2.0
6,45,124.5323787415041,4.0
9,45,137.4349389797968,4.0
10,45,74.67500754492895,163.51999999999998
11,45,22.55493716419031,9912.999999999993
13,45,197.81599859367432,23.8
15,45,151.30144512922507,78.28
16,45,172.13163922344364,26.66
18,45,122.26060411294662,14.0
19,45,107.12452114874885,2.0
20,45,113.48706168454784,22.0
22,45,226.31058148994964,6.0
24,45,196.10362842036218,2.0
27,45,237.9969683315746,2.0
28,45,187.0069304894174,4.0
29,45,173.61452823355614,8.0
33,45,74.75077878775328,8.0
34,45,46.14918703352464,149.79999999999998
35,45,57.987237981404725,50.0
36,45,76.76592349654497,162.04
37,45,108.31365520609366,63.379999999999995
38,45,157.70033304681007,11.42
40,45,163.91076498899596,0.0
41,45,222.2758496904702,2.0
42,45,266.13789250708027,5.22
45,45,0.0,149136.03999999998
46,45,43.95565300191568,4544.959999999998
47,45,74.27624265806618,60.879999999999995
48,45,113.49005366251326,80.5
49,45,129.02808808271612,305.66
50,45,98.90757009370208,589.24
51,45,168.56596494952936,4.0
52,45,165.97399908261167,2.0
53,45,191.10499060362815,21.46
54,45,242.52297664619707,4.0
55,45,260.00042006129075,2.0
98,45,113.67989622454881,10.0
100,45,92.94940631264332,24.92
103,45,242.34040298753123,2.0
108,45,163.70121576432555,37.54
1,46,269.62275074080935,14.42
3,46,228.36096659459778,2.0
4,46,233.45508175068704,16.0
5,46,203.6137748141272,8.64
6,46,168.1859247289962,4.0
8,46,211.00568477308113,2.0
9,46,174.47826967243793,4.0
10,46,116.90236543273912,47.8
11,46,61.60872910743054,1198.3400000000006
12,46,239.0623234451011,11.98
13,46,236.4811214184701,14.0
14,46,257.99610763105017,2.0
15,46,192.37808226242808,13.28
16,46,205.48547059731897,27.04
17,46,188.66760991815678,4.0
18,46,165.48844498501217,4.0
19,46,139.3620177211735,6.0
20,46,127.03675811794265,4.0
22,46,242.68621938181107,11.54
23,46,163.87485987564304,2.0
24,46,203.22863687115012,11.2
26,46,243.57449567915668,10.08
27,46,231.0547509644019,0.0
33,46,115.74882766665472,6.0
34,46,80.12006071259052,23.799999999999997
35,46,67.31420226731534,0.0
36,46,69.25186947202972,26.0
37,46,86.75856375798399,27.96
38,46,142.2706132506023,2.0
39,46,131.15854535388175,6.0
41,46,182.9357909060962,8.0
45,46,43.95565300191568,7272.399999999997
46,46,0.0,336841.8599999998
47,46,33.313532468132195,7718.440000000003
48,46,71.66191470838356,1252.9599999999998
49,46,95.70087726830329,1190.0400000000004
50,46,58.90622144902178,9114.159999999996
51,46,125.7506954134528,41.24
52,46,122.3343263723178,30.0
53,46,150.25716975760488,8.0
54,46,198.953815724514,6.0
55,46,216.11683322426867,23.540000000000003
58,46,289.58302787920707,24.08
68,46,343.2759832464614,2.0
93,46,293.102588698409,2.0
97,46,226.4916016260525,52.0
98,46,152.2332070105416,32.0
99,46,161.09539926307767,7.0
100,46,52.974743458080496,349.03999999999985
108,46,202.86318049738765,4.0
1,47,300.763773268269,5.14
5,47,234.7978316300706,2.0
6,47,198.54880050935606,4.0
10,47,148.7182171941471,4.0
11,47,93.993794802652,38.32
15,47,215.03071303345862,19.259999999999998
16,47,219.74693119690866,2.0
17,47,197.19664092219693,4.0
18,47,191.78947513160134,30.0
19,47,154.66928832715215,6.0
20,47,128.7128773434123,2.0
21,47,306.51610102224356,0.0
23,47,161.67631442308576,47.44
24,47,196.20625266973946,10.0
27,47,213.15741175408448,2.0
28,47,171.28539288738122,8.0
29,47,144.16021829191155,18.0
30,47,309.36000902627836,2.0
33,47,139.84714762500693,22.9
34,47,100.87761122619155,16.0
35,47,74.7333237380157,4.0
36,47,63.223243732976854,184.0
37,47,65.04981765035456,380.0
38,47,121.1430065378534,4.0
39,47,102.14474387521457,8.0
40,47,95.62105954444884,3.8
41,47,149.67440429167817,12.0
42,47,192.8526367325535,58.760000000000005
43,47,211.60679538399273,5.54
45,47,74.27624265806618,135.64
46,47,33.313532468132195,6087.799999999999
47,47,0.0,234649.7599999999
48,47,39.21544308037192,4781.539999999999
49,47,96.2694911768231,241.42
50,47,53.7841363128395,1855.2599999999993
51,47,94.42705581991619,80.78
52,47,99.30568065531818,93.35999999999999
53,47,134.98080832283097,12.64
54,47,169.04056797270013,35.7
55,47,190.14298826399533,4.0
56,47,195.19168964420723,8.0
57,47,246.48869511327422,9.8
58,47,267.2024070297412,34.5
59,47,339.1358156562213,2.0
93,47,278.3262935312201,21.96
96,47,282.220740647774,4.0
98,47,172.7584524497215,4.0
99,47,127.9283657800744,6.0
100,47,19.669719242211716,9308.520000000002
108,47,223.05286529243298,4.0
109,47,240.76712865507616,5.3
1,48,339.9610880432821,9.2
2,48,309.1397508411177,2.0
3,48,290.92668804573725,2.0
6,48,237.66593467686477,8.48
8,48,280.18313479699367,0.0
9,48,245.88339183725154,18.14
10,48,187.90249725485245,22.48
11,48,133.0104643856878,190.82
12,48,297.1037604861649,15.920000000000002
13,48,289.0386677560892,8.0
15,48,250.86321169607893,220.22000000000003
16,48,249.91897131670467,28.0
17,48,223.18355675040186,28.34
18,48,229.5950787223891,14.76
19,48,186.70535697154523,2.0
20,48,151.21017983840923,28.0
21,48,320.18288614958965,28.36
22,48,257.9030354564946,8.0
23,48,178.86216829281597,71.63999999999999
24,48,206.87733388440512,61.38000000000001
26,48,231.693691360083,8.0
27,48,209.2481262290369,21.7
28,48,175.11089778248032,12.76
29,48,142.00632607520558,45.739999999999995
30,48,304.9660510811106,4.0
31,48,284.1365865991815,2.0
32,48,286.0544273734759,0.0
33,48,177.0304645151764,4.0
34,48,137.24736792349117,28.380000000000003
35,48,105.64790899236354,35.58
36,48,85.99506460519444,130.48000000000002
37,48,68.30746681763297,1261.9799999999996
38,48,116.79454561059299,180.28000000000003
39,48,83.59631951822253,324.37999999999994
40,48,64.75966342570355,78.2
41,48,112.08228972675545,156.64000000000001
42,48,154.44005155726072,27.120000000000005
43,48,172.41432430821877,12.32
44,48,210.72001685522034,8.0
45,48,113.49005366251326,635.4799999999997
46,48,71.66191470838356,3766.619999999998
47,48,39.21544308037192,23262.579999999987
48,48,0.0,957050.4600000043
49,48,99.53039197329609,2691.940000000001
50,48,61.25836635926594,20437.399999999994
51,48,55.4979981473729,21986.840000000004
52,48,70.88585918385962,10987.100000000008
53,48,114.45680398854277,488.32000000000005
54,48,130.71006560741662,467.02000000000004
55,48,155.14564631481886,95.36
56,48,165.09578723540594,42.0
57,48,210.08193542441606,22.0
58,48,235.11217173847405,372.09999999999985
59,48,305.9790149854725,17.52
60,48,306.24925033447624,96.88
61,48,373.1556955834897,2.0
63,48,415.40659123887156,15.56
66,48,268.1775347744021,9.879999999999999
67,48,237.01516359296096,4.0
79,48,699.6774767495718,16.16
93,48,277.32865837858134,7.04
97,48,276.22497681722723,4.0
98,48,207.73941131360627,4.0
99,48,93.40964774033493,14.04
100,48,21.779577098061793,47469.67999999995
104,48,363.62523591016236,2.0
108,48,257.33354967966585,44.14
109,48,201.59202081041778,17.52
1,49,329.3618850152781,2.0
2,49,320.2944554771745,6.0
6,49,236.9975777548282,2.0
8,49,233.459247981632,4.62
10,49,183.08049179462276,21.12
11,49,134.5129546178793,208.71999999999997
15,49,279.2267513505477,37.54
16,49,299.71112503289464,4.0
17,49,284.35950127911474,2.0
18,49,246.81160862611657,10.46
19,49,233.73742132794445,26.0
20,49,221.19184974950807,7.7
27,49,306.2221301350057,2.0
33,49,203.39700746948407,4.0
34,49,172.98238271722508,4.0
35,49,162.44407133443335,2.0
36,49,158.1536345991897,2.0
37,49,159.11562686136443,0.0
39,49,183.12308261523515,4.0
45,49,129.02808808271612,404.38
46,49,95.70087726830329,1508.7999999999993
47,49,96.2694911768231,220.48000000000002
48,49,99.53039197329609,525.8800000000001
49,49,0.0,285587.9400000001
50,49,42.59284375313665,15751.939999999997
51,49,119.83079229556952,33.480000000000004
52,49,79.7356887280161,47.14
53,49,74.00954104398006,3773.32
54,49,167.43004594233562,10.0
55,49,163.2323877596373,2.0
56,49,147.6485825494111,8.0
58,49,219.06345760605757,47.82
59,49,291.0523301229293,128.5
60,49,303.8474254727089,2.0
96,49,330.77652053088497,2.0
98,49,242.70763866226,130.0
100,49,102.52719781661641,53.22
108,49,292.5929738801209,8.86
109,49,252.24853553845313,2.0
1,50,315.5644552209708,6.78
2,50,297.6632858643462,2.0
3,50,283.9566586869392,13.52
4,50,269.65690786643063,2.0
6,50,217.6436774771583,7.08
7,50,359.1558710649302,4.0
8,50,235.59980570933467,8.98
10,50,163.92392710657543,61.5
11,50,110.21530434711147,2378.7999999999993
12,50,296.51367436942553,6.0
13,50,295.08646654596333,2.0
15,50,249.9703168027134,98.26000000000002
16,50,264.2663217895159,8.0
17,50,245.94325397147378,12.0
18,50,220.83226999744258,140.49999999999997
19,50,198.16547633929991,4.0
22,50,294.7472324407714,2.0
23,50,214.76498555996693,8.0
24,50,249.98266264371807,47.34
26,50,282.910152159297,2.0
27,50,264.2746806247413,17.28
28,50,224.42723391102854,12.0
29,50,195.51246404804948,44.61999999999999
30,50,360.55832301576913,2.0
33,50,173.23938822391085,13.1
34,50,138.93189219592804,20.66
35,50,122.95747104167533,2.0
36,50,116.28485367913886,21.04
37,50,116.72123506506114,24.0
38,50,171.41357800499986,2.0
39,50,143.9422940013467,4.0
40,50,125.29779244262745,14.32
41,50,163.39818571381727,71.3
42,50,201.2282969216165,7.620000000000001
45,50,98.90757009370208,5135.7400000000025
46,50,58.90622144902178,19037.61999999999
47,50,53.7841363128395,3431.7999999999984
48,50,61.25836635926594,13263.559999999998
49,50,42.59284375313665,24034.620000000024
50,50,0.0,373638.2200000002
51,50,96.21316453573684,79.94
52,50,72.74153252410007,464.0400000000001
53,50,92.20775246501375,740.5799999999999
54,50,158.94429187279817,30.46
55,50,166.8173385795612,0.0
56,50,161.47576509925435,8.0
57,50,225.1048206673631,2.0
58,50,234.7713264774834,39.28
59,50,307.56996910331014,5.12
81,50,655.2165593805215,21.86
89,50,804.8660879917912,14.04
91,50,372.8884359246211,2.0
93,50,330.6219475281475,8.0
96,50,308.4861015836665,6.0
97,50,285.34787374283746,6.0
98,50,210.74718097266538,8.0
99,50,150.74056921114914,2.0
100,50,60.592647685932704,463.5999999999999
104,50,310.73027150055134,13.4
108,50,261.3032237109267,30.34
1,58,547.7281786994837,39.120000000000005
3,58,517.8348689326361,14.459999999999999
6,58,452.07751310028567,0.0
10,58,398.1097597872459,64.2
11,58,344.98431236314156,7.6
15,58,481.44886678914014,66.66000000000001
16,58,485.0123781393161,6.88
17,58,457.47469346004374,10.68
19,58,421.2165650096471,11.64
23,58,407.5121979804455,10.82
26,58,431.3214148171388,6.96
27,58,398.43857522153235,4.6
28,58,385.76076256961863,21.04
32,58,429.89920028239044,6.32
34,58,367.5674743800601,6.0
35,58,340.23146209778,22.860000000000003
36,58,320.8462398018239,36.18
37,58,295.93043741556266,68.66
38,58,323.83900878972,0.0
39,58,276.1254606895949,17.64
40,58,238.96879459843717,52.18
41,58,197.7027946367311,42.239999999999995
42,58,182.13366703968748,75.66
43,58,151.0728589998227,55.82
44,58,134.41140094806173,117.38
45,58,332.5610817274234,8.16
46,58,289.58302787920707,33.86
47,58,267.2024070297412,27.240000000000002
48,58,235.11217173847405,439.6000000000002
49,58,219.06345760605757,51.120000000000005
50,58,234.7713264774834,78.39999999999999
51,58,188.3250727136907,208.76000000000002
52,58,168.04464426676697,293.41999999999996
53,58,145.56294223467435,906.4
54,58,127.07531710994456,1407.06
55,58,84.10445997519496,6688.059999999997
56,58,73.30221294471836,34316.659999999996
57,58,59.739580577435184,23532.519999999993
58,58,0.0,4014865.299999991
59,58,72.79881961190239,67262.20000000006
60,58,87.25605631317877,37257.92000000006
61,58,154.14832990519884,6263.86
62,58,197.19297343400484,401.90000000000003
63,58,190.68440014730925,5760.580000000005
64,58,234.74786633822677,500.28
65,58,277.7203344820896,1278.8
66,58,87.81057962226994,6731.200000000001
67,58,124.633327173905,478.2599999999999
68,58,125.400764103496,295.35999999999996
69,58,151.43371509024857,252.2800000000001
70,58,185.05261319527048,131.24
71,58,252.7453364193027,134.86
72,58,367.20089153165986,42.8
73,58,418.50587850561874,63.879999999999995
74,58,454.41379739058476,28.900000000000006
75,58,511.40891220994746,14.879999999999999
76,58,319.90024892110534,200.70000000000002
77,58,363.7028604451578,18.46
78,58,411.9643275682359,57.879999999999995
79,58,473.9399629464588,150.52000000000004
80,58,505.4019446572899,66.4
81,58,457.1270317069354,18.14
82,58,458.8438969738229,100.35999999999997
83,58,477.1928985908544,59.76
87,58,527.4254670980588,29.04
88,58,586.6446952558174,24.159999999999997
89,58,579.1992935550182,19.18
90,58,354.8308598336642,29.799999999999997
92,58,403.5445920276723,28.0
94,58,142.88721040942778,340.78
99,58,223.4938049328181,58.31999999999999
100,58,255.70800800117993,35.9
101,58,481.04220391671765,32.2
104,58,296.7253452290879,56.60000000000001
109,58,154.68125923004573,47.26
110,58,312.2829953607524,61.419999999999995
1,96,70.7947699781584,2151.059999999999
2,96,11.072353982568435,6571.68
3,96,35.89535292631199,977.4600000000002
4,96,129.1269761563105,25.259999999999998
5,96,78.64791712951693,43.56
6,96,94.94877278579851,130.33999999999997
7,96,57.54804796517153,90.36
8,96,183.15273247442755,2.0
9,96,145.34218538636438,16.0
10,96,147.92097541687622,15.46
11,96,198.38939707688294,4.0
12,96,58.5184532892807,171.95999999999998
13,96,90.80673315481701,48.0
14,96,161.67758424157685,4.0
15,96,81.38122583732442,1135.2999999999997
16,96,134.0176638189315,169.56
17,96,173.2372293109636,18.0
18,96,90.65769845561672,93.64000000000001
19,96,154.12178127950364,12.14
20,96,215.06193149515744,4.0
22,96,242.74571080321832,6.0
23,96,230.58298027067897,47.620000000000005
24,96,264.9150850863385,184.3
25,96,325.9838649552704,10.0
26,96,321.9353524419367,32.0
27,96,340.6117361553682,37.42
28,96,291.41614734443743,24.0
29,96,307.04809651986903,2.0
33,96,143.69471914501867,11.96
34,96,183.9480592298248,6.0
35,96,221.64141303083497,8.0
36,96,248.98767867121228,54.919999999999995
37,96,286.4745057246796,76.47999999999999
38,96,307.87790626336607,83.47999999999999
39,96,335.770518307834,13.059999999999999
46,96,254.9688070101918,2.0
47,96,282.220740647774,2.0
48,96,320.2103911718608,2.0
50,96,308.4861015836665,27.18
52,96,377.1807521602338,5.7
96,96,0.0,159285.80000000005
97,96,106.6076930234411,6.0
98,96,122.58615557149136,4.0
103,96,59.56548318823406,36.28
108,96,91.84095566574801,112.55999999999999
1,97,173.92263531274833,46.36
2,97,100.76603366001284,2.0
3,97,74.94438573622435,68.06
4,97,212.24078821203253,2.0
5,97,147.6460094414582,6.0
6,97,132.1078782552956,13.76
9,97,199.72849584967335,5.04
10,97,160.7578935135568,4.0
11,97,188.12048408581865,2.0
12,97,48.63099991199137,344.3399999999999
13,97,18.396581178273188,12714.860000000006
14,97,59.739559080704076,3893.3799999999983
15,97,53.12976769871838,3875.520000000001
16,97,33.36694211367841,9335.020000000004
17,97,75.271879182541,178.0
18,97,92.32923939757214,67.16
19,97,89.55929421275218,99.02000000000001
20,97,137.92522235665436,8.0
21,97,179.46155217917237,2.0
22,97,136.65414277182327,8.0
23,97,139.43910140097378,8.0
24,97,165.54027952327667,2.0
26,97,220.20050280952432,2.0
27,97,243.02872511573923,4.0
28,97,198.5225173960721,0.0
29,97,221.91992598975497,2.0
31,97,317.94084383557123,2.0
33,97,116.47440107105724,25.740000000000002
34,97,146.4213400241355,8.0
35,97,170.62929810357696,6.0
36,97,192.39015357731162,4.0
37,97,224.70274807849393,17.72
38,97,229.2545332786656,6.0
40,97,294.39819608552585,4.0
45,97,189.51089616746063,2.0
46,97,226.4916016260525,183.57999999999998
47,97,243.9619021453479,2.0
48,97,276.22497681722723,9.879999999999999
49,97,318.47627256792714,4.0
50,97,285.34787374283746,12.48
93,97,256.2479581917013,2.0
96,97,106.6076930234411,6.0
97,97,0.0,285890.0600000003
98,97,76.10303586431303,161.72
99,97,325.78377275834595,0.0
103,97,83.49924417793319,6.0
108,97,31.432005146655325,20334.919999999984
1,98,168.5238415113358,67.24
2,98,112.08268333272308,20.78
3,98,88.36564622668257,73.64
4,98,178.30586972012355,8.0
5,98,116.54840773611124,4.0
6,98,84.92829900153797,48.3
10,98,92.20940908164701,22.62
12,98,89.44009018796953,155.9
13,98,84.36044299390039,626.0
14,98,121.22722060346523,8.0
15,98,44.02997438610203,13637.459999999994
16,98,64.88285045036297,756.7599999999999
17,98,77.41982071758599,406.46
18,98,44.764133760198064,5200.520000000002
19,98,32.654915596518975,7881.46
20,98,93.6861980358972,148.0
22,98,156.4364789007788,2.0
23,98,116.03086509850141,14.0
24,98,157.3091287223649,4.0
26,98,215.3985874729376,4.0
27,98,227.36184513536088,7.140000000000001
29,98,186.18161363129957,6.0
30,98,299.43064313871156,4.0
31,98,312.1879769370499,4.0
33,98,40.56202641417191,4137.740000000002
34,98,72.43088254752723,133.36
35,98,103.47605984801848,61.480000000000004
36,98,129.21825750764745,651.72
37,98,165.63750097474627,39.62
38,98,185.520539234375,64.0
39,98,213.704630671708,14.0
40,98,235.82346405958518,14.0
42,98,343.5734945625371,5.359999999999999
45,98,113.67989622454881,6.0
46,98,152.2332070105416,129.6
47,98,172.7584524497215,8.0
48,98,207.73941131360627,10.0
50,98,210.74718097266538,36.44
51,98,261.68750671396583,0.0
53,98,302.49013081575384,2.0
93,98,260.625189137272,2.0
96,98,122.58615557149136,18.34
97,98,76.10303586431303,112.94
98,98,0.0,165479.65999999997
99,98,269.2562551438383,2.0
100,98,186.11101708997725,6.0
108,98,50.645003337007275,590.5600000000002
1,100,319.1136004897727,6.06
3,100,269.1482310166506,6.0
5,100,253.23153129381146,2.0
9,100,227.31893611728984,8.44
10,100,167.5953349996662,14.82
11,100,113.24249888387723,26.4
12,100,275.4340648715052,2.0
15,100,229.14650102180522,2.0
16,100,229.41054413868636,2.0
17,100,203.95831055447852,2.0
19,100,165.622082239442,4.0
20,100,132.95455409742058,4.0
24,100,193.90650781386898,10.0
26,100,223.28876432143295,4.0
27,100,203.75070920365744,4.0
28,100,165.31674742684046,14.0
29,100,135.11571484253474,17.42
30,100,300.015683176496,4.0
31,100,282.48425379466363,10.7
32,100,286.5212516688614,0.0
33,100,155.2597624131876,8.0
34,100,115.4699562215273,6.0
35,100,84.56007581795228,15.64
36,100,66.90052099011666,8.86
37,100,56.980162212024496,302.5
38,100,110.84333420868893,15.02
39,100,86.01469077881238,8.0
40,100,76.34113114933814,2.0
41,100,130.1154452282443,141.28000000000003
42,100,173.48593045057183,28.100000000000005
43,100,193.01317420937642,2.0
45,100,92.94940631264332,106.5
46,100,52.974743458080496,658.5199999999999
47,100,19.669719242211716,17248.22000000001
48,100,21.779577098061793,20177.600000000006
49,100,102.52719781661641,140.18000000000004
50,100,60.592647685932704,540.44
51,100,77.09013698341582,252.57999999999996
52,100,89.48322812435217,193.7
53,100,129.9005348158996,32.58
54,100,152.44352783424281,25.259999999999998
55,100,176.50744035461165,4.0
56,100,184.89749622146374,2.0
58,100,255.70800800117993,13.64
59,100,326.9440643468737,2.0
60,100,327.7774560714894,8.0
98,100,186.11101708997725,2.0
99,100,108.31269706815287,0.0
100,100,0.0,205965.96
103,100,321.5245724768729,2.0
109,100,222.09143426453917,2.0
1,103,126.4954997934123,99.60000000000002
2,103,63.67024820176438,120.79999999999998
3,103,60.747164271197384,4526.6
4,103,188.6905691265156,6.0
5,103,135.2450469571447,10.0
6,103,142.39041415992608,24.9
9,103,200.94721832438216,2.0
10,103,190.29074011651173,2.0
11,103,233.96363645840626,4.0
12,103,46.191810968037935,1741.8000000000002
13,103,65.21748654860674,71.74
15,103,92.46285898949823,361.1400000000001
16,103,116.74554946940764,22.0
17,103,158.7420772286979,6.0
18,103,121.72028225436087,28.04
19,103,161.05994178557438,5.4
22,103,214.7190897809639,2.0
23,103,222.50302258991258,99.0
24,103,248.6607339644778,8.0
26,103,302.2187487670871,2.0
27,103,326.24739266832074,28.12
28,103,281.97045093613264,2.0
29,103,304.3395026396545,2.0
35,103,238.99913277424758,29.08
36,103,264.04084865702515,123.12
37,103,299.2565285629478,24.44
38,103,310.06359095317583,2.0
46,103,284.30411822806917,6.0
47,103,307.48967191454835,2.0
96,103,59.56548318823406,45.46
97,103,83.49924417793319,18.0
98,103,135.618623300652,4.0
103,103,0.0,134942.1200000001
108,103,88.21191881068277,172.29999999999995
1,108,153.30983106866967,215.38
2,108,83.59084815719089,77.26000000000002
3,108,56.38724326936567,585.4599999999999
4,108,184.40503316851357,12.0
5,108,119.4001086423984,10.0
6,108,101.17012031351258,108.72000000000001
7,108,147.08657861196303,8.0
8,108,220.08329222853618,4.0
9,108,168.78166163439252,10.0
10,108,129.82940693497062,54.75999999999999
11,108,160.22735371121607,12.9
12,108,43.006953072632804,5334.760000000006
13,108,34.25311790872873,26406.380000000005
14,108,89.08997882269452,180.98000000000002
15,108,22.13180410775413,84932.4199999998
16,108,44.2924298611364,12589.299999999997
17,108,81.4476889686687,997.92
18,108,60.899674336772385,1042.7999999999997
19,108,72.90638840600809,831.96
20,108,129.70329631099395,76.66
21,108,203.5616131313771,0.0
22,108,154.04331350695034,10.0
23,108,139.99652870161728,70.08
24,108,173.07824125088456,24.0
26,108,230.1603096247207,11.5
27,108,249.0337442255872,7.68
28,108,200.75545775536622,8.0
29,108,219.286858155726,9.24
30,108,308.54415299449863,2.0
33,108,89.24565275814008,148.42000000000002
34,108,123.05231314276122,30.0
35,108,152.1182977505625,18.0
36,108,176.3338131737011,11.399999999999999
37,108,211.12402449978956,15.440000000000001
38,108,223.16030180724647,4.0
39,108,256.47297769273285,8.74
40,108,281.4827871548392,17.02
